id,full_name,is_active,last_name,first_name
1641824,Matas Buzelis,True,Buzelis,Matas
1631288,Jamal Cain,True,Cain,Jamal
203484,Kentavious Caldwell-Pope,True,Caldwell-Pope,Kentavious
1641739,Toumani Camara,True,Camara,Toumani
203991,Clint Capela,True,Capela,Clint
1642928,Dylan Cardwell,True,Cardwell,Dylan
1642382,Branden Carlson,True,Carlson,Branden
1642267,Bub Carrington,True,Carrington,Bub
1642269,Devin Carter,True,Carter,Devin
1628975,Jevon Carter,True,Carter,Jevon
1628976,Wendell Carter Jr.,True,Carter Jr.,Wendell
1627936,Alex Caruso,True,Caruso,Alex
1642264,Stephon Castle,True,Castle,Stephon
1630658,Colin Castleton,True,Castleton,Colin
1630577,Julian Champagnie,True,Champagnie,Julian
1630551,Justin Champagnie,True,Champagnie,Justin
1642353,Cam Christie,True,Christie,Cam
1631108,Max Christie,True,Christie,Max
1630619,Moussa Cisse,True,Cisse,Moussa
1631321,Sidy Cissoko,True,Cissoko,Sidy
1641740,Jaylen Clark,True,Clark,Jaylen
1629634,Brandon Clarke,True,Clarke,Brandon
203903,Jordan Clarkson,True,Clarkson,Jordan
1629651,Nic Claxton,True,Claxton,Nic
1642383,Walter Clayton Jr.,True,Clayton Jr.,Walter
1642363,Nique Clifford,True,Clifford,Nique
1642270,Donovan Clingan,True,Clingan,Donovan
1641730,Noah Clowney,True,Clowney,Noah
1629599,Amir Coffey,True,Coffey,Amir
1642268,Isaiah Collier,True,Collier,Isaiah
1628381,John Collins,True,Collins,John
1628380,Zach Collins,True,Collins,Zach
201144,Mike Conley,True,Conley,Mike
1626192,Pat Connaughton,True,Connaughton,Pat
1631451,Javonte Cooke,True,Cooke,Javonte
1630536,Sharife Cooper,True,Cooper,Sharife
1641731,Bilal Coulibaly,True,Coulibaly,Bilal
1642907,Cedric Coward,True,Coward,Cedric
1642384,Isaiah Crawford,True,Crawford,Isaiah
1643018,LJ Cryer,True,Cryer,LJ
1630595,Cade Cunningham,True,Cunningham,Cade
203552,Seth Curry,True,Curry,Seth
201939,Stephen Curry,True,Curry,Stephen
1642359,Pacôme Dadiet,True,Dadiet,Pacôme
1630700,Dyson Daniels,True,Daniels,Dyson
1642368,N'Faly Dante,False,Dante,N'Faly
203076,Anthony Davis,True,Davis,Anthony
1631120,JD Davison,True,Davison,JD
201942,DeMar DeRozan,True,DeRozan,DeMar
1642484,RayJ Dennis,True,Dennis,RayJ
1628978,Donte DiVincenzo,True,DiVincenzo,Donte
1631217,Moussa Diabaté,True,Diabaté,Moussa
1642885,Mohamed Diawara,True,Diawara,Mohamed
1641711,Gradey Dick,True,Dick,Gradey
1630621,Hunter Dickinson,True,Dickinson,Hunter
1631172,Ousmane Dieng,True,Dieng,Ousmane
1642265,Rob Dillingham,True,Dillingham,Rob
1629029,Luka Dončić,True,Dončić,Luka
1629652,Luguentz Dort,True,Dort,Luguentz
1630245,Ayo Dosunmu,True,Dosunmu,Ayo
203083,Andre Drummond,True,Drummond,Andre
1627739,Kris Dunn,True,Dunn,Kris
1642346,Ryan Dunn,True,Dunn,Ryan
201142,Kevin Durant,True,Durant,Kevin
1631105,Jalen Duren,True,Duren,Jalen
1642856,Egor Dëmin,True,Dëmin,Egor
1631106,Tari Eason,True,Eason,Tari
1641744,Zach Edey,True,Edey,Zach
1642845,VJ Edgecombe,True,Edgecombe,VJ
1630162,Anthony Edwards,True,Edwards,Anthony
1642348,Justin Edwards,True,Edwards,Justin
1631165,Keon Ellis,True,Ellis,Keon
203954,Joel Embiid,True,Embiid,Joel
1642400,Tristan Enaruna,True,Enaruna,Tristan
1642855,Noa Essengue,True,Essengue,Noa
1630623,Tyson Etienne,True,Etienne,Tyson
1629234,Drew Eubanks,True,Eubanks,Drew
1641787,Tosan Evbuomwan,True,Evbuomwan,Tosan
1642847,Jeremiah Fears,True,Fears,Jeremiah
1642271,Kyle Filipowski,True,Filipowski,Kyle
1627827,Dorian Finney-Smith,True,Finney-Smith,Dorian
1642843,Cooper Flagg,True,Flagg,Cooper
1642853,Rasheer Fleming,True,Fleming,Rasheer
1642280,Trentyn Flowers,False,Flowers,Trentyn
1631323,Simone Fontecchio,True,Fontecchio,Simone
1628368,De'Aaron Fox,True,Fox,De'Aaron
1642402,Enrique Freeman,True,Freeman,Enrique
1642277,Johnny Furphy,True,Furphy,Johnny
1629655,Daniel Gafford,True,Gafford,Daniel
1642066,Myron Gardner,True,Gardner,Myron
1629636,Darius Garland,True,Garland,Darius
1630568,Luka Garza,True,Garza,Luka
1641718,Keyonte George,True,George,Keyonte
1642273,Kyshawn George,True,George,Kyshawn
202331,Paul George,True,George,Paul
1630581,Josh Giddey,True,Giddey,Josh
1642933,Keshon Gilbert,False,Gilbert,Keshon
1628983,Shai Gilgeous-Alexander,True,Gilgeous-Alexander,Shai
1630264,Anthony Gill,True,Gill,Anthony
1631221,Collin Gillespie,True,Gillespie,Collin
203497,Rudy Gobert,True,Gobert,Rudy
1642884,Vladislav Goldin,True,Goldin,Vladislav
1642864,Hugo González,True,González,Hugo
1630692,Jordan Goodwin,True,Goodwin,Jordan
203932,Aaron Gordon,True,Gordon,Aaron
201569,Eric Gordon,False,Gordon,Eric
203924,Jerami Grant,True,Grant,Jerami
1631260,AJ Green,True,Green,AJ
203110,Draymond Green,True,Green,Draymond
1630224,Jalen Green,True,Green,Jalen
1629750,Javonte Green,True,Green,Javonte
201145,Jeff Green,True,Green,Jeff
1630182,Josh Green,True,Green,Josh
1629656,Quentin Grimes,True,Grimes,Quentin
1631243,Mouhamed Gueye,True,Gueye,Mouhamed
1629060,Rui Hachimura,True,Hachimura,Rui
1630169,Tyrese Haliburton,True,Haliburton,Tyrese
1641790,PJ Hall,True,Hall,PJ
203501,Tim Hardaway Jr.,True,Hardaway Jr.,Tim
201935,James Harden,True,Harden,James
1630702,Jaden Hardy,True,Hardy,Jaden
1641989,Elijah Harkless,True,Harkless,Elijah
1642844,Dylan Harper,True,Harper,Dylan
1631199,Ron Harper Jr.,True,Harper Jr.,Ron
203914,Gary Harris,True,Harris,Gary
202699,Tobias Harris,True,Harris,Tobias
1628404,Josh Hart,True,Hart,Josh
1628392,Isaiah Hartenstein,True,Hartenstein,Isaiah
1630573,Sam Hauser,True,Hauser,Sam
1641722,Jordan Hawkins,True,Hawkins,Jordan
1629637,Jaxson Hayes,True,Hayes,Jaxson
1630165,Killian Hayes,True,Hayes,Killian
1628502,Nigel Hayes-Davis,False,Hayes-Davis,Nigel
1630703,Scoot Henderson,True,Henderson,Scoot
1641707,Taylor Hendricks,True,Hendricks,Taylor
1642935,Chucky Hepburn,True,Hepburn,Chucky
1629639,Tyler Herro,True,Herro,Tyler
1627741,Buddy Hield,True,Hield,Buddy
1629312,Haywood Highsmith,True,Highsmith,Haywood
1642396,Blake Hinson,True,Hinson,Blake
1628988,Aaron Holiday,True,Holiday,Aaron
201950,Jrue Holiday,True,Holiday,Jrue
1641842,Ronald Holland II,True,Holland II,Ronald
1641747,DaRon Holmes II,True,Holmes II,DaRon
1631096,Chet Holmgren,True,Holmgren,Chet
201143,Al Horford,True,Horford,Al
1631216,Caleb Houstan,True,Houstan,Caleb
1641724,Jett Howard,True,Howard,Jett
1628989,Kevin Huerter,True,Huerter,Kevin
1630643,Jay Huff,True,Huff,Jay
1630574,Ariel Hukporti,True,Hukporti,Ariel
1629631,De'Andre Hunter,True,Hunter,De'Andre
1630538,Bones Hyland,True,Hyland,Bones
1642345,Oso Ighodaro,True,Ighodaro,Oso
204060,Joe Ingles,True,Ingles,Joe
1627742,Brandon Ingram,True,Ingram,Brandon
1631127,Harrison Ingram,True,Ingram,Harrison
202681,Kyrie Irving,True,Irving,Kyrie
1628371,Jonathan Isaac,True,Isaac,Jonathan
1631093,Jaden Ivey,True,Ivey,Jaden
1641713,GG Jackson,True,Jackson,GG
1630543,Isaiah Jackson,True,Jackson,Isaiah
1631245,Quenton Jackson,True,Jackson,Quenton
1641748,Andre Jackson Jr.,True,Jackson Jr.,Andre
1628991,Jaren Jackson Jr.,True,Jackson Jr.,Jaren
1631218,Trayce Jackson-Davis,True,Jackson-Davis,Trayce
1642857,Kasparas Jakučionis,True,Jakučionis,Kasparas
1642355,Bronny James,True,James,Bronny
2544,LeBron James,True,James,LeBron
1642883,Sion James,True,James,Sion
1631170,Jaime Jaquez Jr.,True,Jaquez Jr.,Jaime
1641998,Trey Jemison III,True,Jemison III,Trey
1642450,Daniss Jenkins,True,Jenkins,Daniss
1629660,Ty Jerome,True,Jerome,Ty
1630198,Isaiah Joe,True,Joe,Isaiah
1642358,AJ Johnson,True,Johnson,AJ
1629661,Cameron Johnson,True,Johnson,Cameron
1643052,Chaney Johnson,True,Johnson,Chaney
1630552,Jalen Johnson,True,Johnson,Jalen
1629640,Keldon Johnson,True,Johnson,Keldon
1642352,Keshad Johnson,True,Johnson,Keshad
1642848,Tre Johnson,True,Johnson,Tre
203999,Nikola Jokić,True,Jokić,Nikola
1641732,Colby Jones,False,Jones,Colby
1642938,Curtis Jones,True,Jones,Curtis
1641794,Dillon Jones,True,Jones,Dillon
1630529,Herbert Jones,True,Jones,Herbert
1642403,Isaac Jones,True,Jones,Isaac
1642880,Kam Jones,True,Jones,Kam
1642461,Spencer Jones,True,Jones,Spencer
1630200,Tre Jones,True,Jones,Tre
1626145,Tyus Jones,True,Jones,Tyus
1642357,David Jones Garcia,True,Jones Garcia,David
1627884,Derrick Jones Jr.,True,Jones Jr.,Derrick
201599,DeAndre Jordan,True,Jordan,DeAndre
1631107,Nikola Jović,True,Jović,Nikola
1630548,Johnny Juzang,False,Juzang,Johnny
1641750,Ryan Kalkbrenner,True,Kalkbrenner,Ryan
1642530,Yuki Kawamura,True,Kawamura,Yuki
1631211,Trevor Keels,True,Keels,Trevor
1642939,Miles Kelly,True,Kelly,Miles
1628379,Luke Kennard,True,Kennard,Luke
1631117,Walker Kessler,True,Kessler,Walker
1630557,Corey Kispert,True,Kispert,Corey
1628467,Maxi Kleber,True,Kleber,Maxi
1641752,Bobi Klintman,True,Klintman,Bobi
1642261,Dalton Knecht,True,Knecht,Dalton
1642851,Kon Knueppel,True,Knueppel,Kon
1642278,Tyler Kolek,True,Kolek,Tyler
1631132,Christian Koloko,True,Koloko,Christian
1629723,John Konchar,True,Konchar,John
1628436,Luke Kornet,True,Kornet,Luke
1630249,Vít Krejčí,True,Krejčí,Vít
1630228,Jonathan Kuminga,True,Kuminga,Jonathan
1628398,Kyle Kuzma,True,Kuzma,Kyle
1631222,Jake LaRavia,True,LaRavia,Jake
203897,Zach LaVine,True,LaVine,Zach
1627746,Skal Labissiere,False,Labissiere,Skal
1629111,Jock Landale,True,Landale,Jock
1642404,Chaz Lanier,True,Lanier,Chaz
1641796,Pelle Larsson,True,Larsson,Pelle
1630639,A.J. Lawson,True,Lawson,A.J.
1627747,Caris LeVert,True,LeVert,Caris
202695,Kawhi Leonard,True,Leonard,Kawhi
1642502,Malevy Leons,True,Leons,Malevy
1630604,E.J. Liddell,True,Liddell,E.J.
203081,Damian Lillard,True,Lillard,Damian
1641726,Dereck Lively II,True,Lively II,Dereck
1630587,Isaiah Livers,True,Livers,Isaiah
1641753,Chris Livingston,False,Livingston,Chris
1626172,Kevon Looney,True,Looney,Kevon
201572,Brook Lopez,True,Lopez,Brook
1631126,Caleb Love,True,Love,Caleb
201567,Kevin Love,True,Love,Kevin
1643133,Lawson Lovering,False,Lovering,Lawson
200768,Kyle Lowry,True,Lowry,Kyle
1642863,Khaman Maluach,True,Maluach,Khaman
1630572,Sandro Mamukelashvili,True,Mamukelashvili,Sandro
1629611,Terance Mann,True,Mann,Terance
1630544,Tre Mann,True,Mann,Tre
1628374,Lauri Markkanen,True,Markkanen,Lauri
1630230,Naji Marshall,True,Marshall,Naji
1642918,Alijah Martin,True,Martin,Alijah
1628997,Caleb Martin,True,Martin,Caleb
1628998,Cody Martin,False,Martin,Cody
1631213,Tyrese Martin,True,Martin,Tyrese
1642942,Jahmai Mashack,True,Mashack,Jahmai
1629726,Garrison Mathews,False,Mathews,Garrison
1631097,Bennedict Mathurin,True,Mathurin,Bennedict
1631255,Karlo Matković,True,Matković,Karlo
1630178,Tyrese Maxey,True,Maxey,Tyrese
1643024,Chris Mañon,True,Mañon,Chris
1630540,Miles McBride,True,McBride,Miles
1642272,Jared McCain,True,McCain,Jared
1630644,Mac McClung,True,McClung,Mac
203468,CJ McCollum,True,McCollum,CJ
204456,T.J. McConnell,True,McConnell,T.J.
1641755,Kevin McCullar Jr.,True,McCullar Jr.,Kevin
1630183,Jaden McDaniels,True,McDaniels,Jaden
203926,Doug McDermott,True,McDermott,Doug
1631121,Bryce McGowens,True,McGowens,Bryce
1629162,Jordan McLaughlin,True,McLaughlin,Jordan
1642862,Liam McNeeley,True,McNeeley,Liam
1629001,De'Anthony Melton,True,Melton,De'Anthony
1630241,Sam Merrill,True,Merrill,Sam
203114,Khris Middleton,True,Middleton,Khris
1641706,Brandon Miller,True,Miller,Brandon
1641801,Emanuel Miller,True,Miller,Emanuel
1641757,Jordan Miller,True,Miller,Jordan
1631159,Leonard Miller,True,Miller,Leonard
1642434,Riley Minix,True,Minix,Riley
1631169,Josh Minott,True,Minott,Josh
1642274,Yves Missi,True,Missi,Yves
1642349,Ajay Mitchell,True,Mitchell,Ajay
1630558,Davion Mitchell,True,Mitchell,Davion
1628378,Donovan Mitchell,True,Mitchell,Donovan
1630596,Evan Mobley,True,Mobley,Evan
1642367,Jonathan Mogbo,True,Mogbo,Jonathan
1628370,Malik Monk,True,Monk,Malik
1630541,Moses Moody,True,Moody,Moses
1631111,Wendell Moore Jr.,True,Moore Jr.,Wendell
1631457,Alex Morales,True,Morales,Alex
1629630,Ja Morant,True,Morant,Ja
1628420,Monte Morris,False,Morris,Monte
1630530,Trey Murphy III,True,Murphy III,Trey
1627749,Dejounte Murray,True,Murray,Dejounte
1627750,Jamal Murray,True,Murray,Jamal
1631099,Keegan Murray,True,Murray,Keegan
1631200,Kris Murray,True,Murray,Kris
1642867,Collin Murray-Boyles,True,Murray-Boyles,Collin
1629004,Svi Mykhailiuk,True,Mykhailiuk,Svi
1631250,Pete Nance,True,Nance,Pete
1626204,Larry Nance Jr.,True,Nance Jr.,Larry
1629614,Andrew Nembhard,True,Nembhard,Andrew
1642948,Ryan Nembhard,True,Nembhard,Ryan
1630174,Aaron Nesmith,True,Nesmith,Aaron
1642854,Asa Newell,True,Newell,Asa
1641803,Tristen Newton,True,Newton,Tristen
1642949,Yanic Konan Niederhäuser,True,Niederhäuser,Yanic Konan
1630192,Zeke Nnaji,True,Nnaji,Zeke
203994,Jusuf Nurkić,True,Nurkić,Jusuf
1626220,Royce O'Neale,True,O'Neale,Royce
1629006,Josh Okogie,True,Okogie,Josh
1630168,Onyeka Okongwu,True,Okongwu,Onyeka
1630171,Isaac Okoro,True,Okoro,Isaac
1642950,Lachlan Olbrich,True,Olbrich,Lachlan
203482,Kelly Olynyk,True,Olynyk,Kelly
1641807,Norchad Omier,True,Omier,Norchad
1626162,Kelly Oubre Jr.,True,Oubre Jr.,Kelly
101108,Chris Paul,False,Paul,Chris
1626166,Cameron Payne,True,Payne,Cameron
1627780,Gary Payton II,True,Payton II,Gary
1642877,Micah Peavy,True,Peavy,Micah
1642951,Sean Pedulla,True,Pedulla,Sean
1642869,Noah Penda,True,Penda,Noah
1643007,Taelon Peter,True,Peter,Taelon
1641809,Drew Peterson,False,Peterson,Drew
1641763,Julian Phillips,True,Phillips,Julian
1629618,Jalen Pickett,True,Pickett,Jalen
1630590,Scotty Pippen Jr.,True,Pippen Jr.,Scotty
1631342,Daeqwon Plowden,True,Plowden,Daeqwon
203486,Mason Plumlee,True,Plumlee,Mason
1641764,Brandin Podziemski,True,Podziemski,Brandin
1627751,Jakob Poeltl,True,Poeltl,Jakob
1629673,Jordan Poole,True,Poole,Jordan
1641854,Craig Porter Jr.,True,Porter Jr.,Craig
1629645,Kevin Porter Jr.,True,Porter Jr.,Kevin
1629008,Michael Porter Jr.,True,Porter Jr.,Michael
1626171,Bobby Portis,True,Portis,Bobby
204001,Kristaps Porziņģis,True,Porziņģis,Kristaps
1642366,Quinten Post,True,Post,Quinten
1630695,Micah Potter,True,Potter,Micah
1642962,Drake Powell,True,Powell,Drake
203939,Dwight Powell,True,Powell,Dwight
1626181,Norman Powell,True,Powell,Norman
1627752,Taurean Prince,True,Prince,Taurean
1630202,Payton Pritchard,True,Pritchard,Payton
1642878,Tyrese Proctor,True,Proctor,Tyrese
1641765,Olivier-Maxence Prosper,True,Prosper,Olivier-Maxence
1642852,Derik Queen,True,Queen,Derik
1629674,Neemias Queta,True,Queta,Neemias
1630193,Immanuel Quickley,True,Quickley,Immanuel
203944,Julius Randle,True,Randle,Julius
1642875,Maxime Raynaud,True,Raynaud,Maxime
1641871,Duop Reath,False,Reath,Duop
1630559,Austin Reaves,True,Reaves,Austin
1630194,Paul Reed,True,Reed,Paul
1641810,Antonio Reeves,True,Reeves,Antonio
1629675,Naz Reid,True,Reid,Naz
1642954,Will Richard,True,Richard,Will
1630208,Nick Richards,True,Richards,Nick
1642859,Jase Richardson,True,Richardson,Jase
1642955,Kadary Richmond,False,Richmond,Kadary
1642860,Will Riley,True,Riley,Will
1642258,Zaccharie Risacher,True,Risacher,Zaccharie
1629130,Duncan Robinson,True,Robinson,Duncan
1629011,Mitchell Robinson,True,Robinson,Mitchell
1631115,Orlando Robinson,False,Robinson,Orlando
1630526,Jeremiah Robinson-Earl,False,Robinson-Earl,Jeremiah
1631157,Ryan Rollins,True,Rollins,Ryan
1626179,Terry Rozier,True,Rozier,Terry
1641712,Rayan Rupert,True,Rupert,Rayan
1626156,D'Angelo Russell,True,Russell,D'Angelo
1627734,Domantas Sabonis,True,Sabonis,Domantas
1642275,Tidjane Salaün,True,Salaün,Tidjane
1642282,Hunter Sallis,False,Sallis,Hunter
1642920,Kobe Sanders,True,Sanders,Kobe
1630611,Gui Santos,True,Santos,Gui
1642879,Ben Saraf,True,Saraf,Ben
203967,Dario Saric,False,Saric,Dario
1642259,Alex Sarr,True,Sarr,Alex
1631204,Marcus Sasser,True,Sasser,Marcus
1631248,Baylor Scheierman,True,Scheierman,Baylor
203471,Dennis Schröder,True,Schröder,Dennis
1641813,Mark Sears,False,Sears,Mark
1630578,Alperen Sengun,True,Sengun,Alperen
1641729,Brice Sensabaugh,True,Sensabaugh,Brice
1629012,Collin Sexton,True,Sexton,Collin
1629013,Landry Shamet,True,Shamet,Landry
1630545,Terrence Shannon Jr.,True,Shannon Jr.,Terrence
1630549,Day'Ron Sharpe,True,Sharpe,Day'Ron
1631101,Shaedon Sharpe,True,Sharpe,Shaedon
1642347,Jamal Shead,True,Shead,Jamal
1641767,Ben Sheppard,True,Sheppard,Ben
1642263,Reed Sheppard,True,Sheppard,Reed
1642917,Max Shulga,True,Shulga,Max
1627783,Pascal Siakam,True,Siakam,Pascal
1629014,Anfernee Simons,True,Simons,Anfernee
1642354,KJ Simpson,True,Simpson,KJ
1630579,Jericho Sims,True,Sims,Jericho
1642914,Javon Small,True,Small,Javon
203935,Marcus Smart,True,Smart,Marcus
1630696,Dru Smith,True,Smith,Dru
1630188,Jalen Smith,True,Smith,Jalen
1642449,Tolu Smith,True,Smith,Tolu
1631095,Jabari Smith Jr.,True,Smith Jr.,Jabari
1641733,Nick Smith Jr.,True,Smith Jr.,Nick
1631110,Jeremy Sochan,True,Sochan,Jeremy
1642850,Thomas Sorber,True,Sorber,Thomas
1642285,Cam Spencer,True,Spencer,Cam
1630311,Pat Spencer,True,Spencer,Pat
1641815,Isaiah Stevens,True,Stevens,Isaiah
1630191,Isaiah Stewart,True,Stewart,Isaiah
1631124,Julian Strawther,True,Strawther,Julian
1629622,Max Strus,True,Strus,Max
1630591,Jalen Suggs,True,Suggs,Jalen
1630256,Jae'Sean Tate,True,Tate,Jae'Sean
1628369,Jayson Tatum,True,Tatum,Jayson
1643141,Jahmyl Telfort,False,Telfort,Jahmyl
202066,Garrett Temple,True,Temple,Garrett
1631207,Dalen Terry,True,Terry,Dalen
1642876,Adou Thiero,True,Thiero,Adou
1630560,Cam Thomas,True,Thomas,Cam
1641708,Amen Thompson,True,Thompson,Amen
1641709,Ausar Thompson,True,Thompson,Ausar
1630679,Ethan Thompson,True,Thompson,Ethan
202691,Klay Thompson,True,Thompson,Klay
1629680,Matisse Thybulle,True,Thybulle,Matisse
1630214,Xavier Tillman,True,Tillman,Xavier
1631166,Drew Timme,True,Timme,Drew
1641772,Nae'Qwan Tomlin,True,Tomlin,Nae'Qwan
1642910,John Tonje,True,Tonje,John
1642260,Nikola Topić,True,Topić,Nikola
1631210,Jacob Toppin,False,Toppin,Jacob
1630167,Obi Toppin,True,Toppin,Obi
1626157,Karl-Anthony Towns,True,Towns,Karl-Anthony
1642849,Nolan Traore,True,Traore,Nolan
1631247,Luke Travers,False,Travers,Luke
1629018,Gary Trent Jr.,True,Trent Jr.,Gary
1631131,Oscar Tshiebwe,True,Tshiebwe,Oscar
1626167,Myles Turner,True,Turner,Myles
1641816,Hunter Tyson,False,Tyson,Hunter
1642281,Jaylon Tyson,True,Tyson,Jaylon
1630649,Stanley Umude,False,Umude,Stanley
202685,Jonas Valančiūnas,True,Valančiūnas,Jonas
1627832,Fred VanVleet,True,VanVleet,Fred
1629020,Jarred Vanderbilt,True,Vanderbilt,Jarred
1630170,Devin Vassell,True,Vassell,Devin
1629216,Gabe Vincent,True,Vincent,Gabe
1641774,Tristan Vukcevic,True,Vukcevic,Tristan
202696,Nikola Vučević,True,Vučević,Nikola
1629731,Dean Wade,True,Wade,Dean
1630532,Franz Wagner,True,Wagner,Franz
1629021,Moritz Wagner,True,Wagner,Moritz
1631133,Jabari Walker,True,Walker,Jabari
1641716,Jarace Walker,True,Walker,Jarace
1641717,Cason Wallace,True,Wallace,Cason
1630811,Keaton Wallace,True,Wallace,Keaton
1641775,Jordan Walsh,True,Walsh,Jordan
1642266,Ja'Kobe Walter,True,Walter,Ja'Kobe
1642276,Kel'el Ware,True,Ware,Kel'el
1629023,P.J. Washington,True,Washington,P.J.
1631102,TyTy Washington Jr.,True,Washington Jr.,TyTy
1630322,Lindy Waters III,True,Waters III,Lindy
1630570,Trendon Watford,True,Watford,Trendon
1642364,Jamir Watkins,True,Watkins,Jamir
1631212,Peyton Watson,True,Watson,Peyton
1642377,Jaylen Wells,True,Wells,Jaylen
1641705,Victor Wembanyama,True,Wembanyama,Victor
1631104,Blake Wesley,True,Wesley,Blake
201566,Russell Westbrook,True,Westbrook,Russell
1629632,Coby White,True,White,Coby
1628401,Derrick White,True,White,Derrick
1641715,Cam Whitmore,True,Whitmore,Cam
1630598,Aaron Wiggins,True,Wiggins,Aaron
203952,Andrew Wiggins,True,Wiggins,Andrew
1631214,Alondes Williams,True,Williams,Alondes
1642873,Amari Williams,True,Williams,Amari
1630314,Brandon Williams,True,Williams,Brandon
1642262,Cody Williams,True,Williams,Cody
1629684,Grant Williams,True,Williams,Grant
1631114,Jalen Williams,True,Williams,Jalen
1631119,Jaylin Williams,True,Williams,Jaylin
1629026,Kenrich Williams,True,Williams,Kenrich
1631109,Mark Williams,True,Williams,Mark
1631466,Nate Williams,True,Williams,Nate
1630172,Patrick Williams,True,Williams,Patrick
1630533,Ziaire Williams,True,Williams,Ziaire
1629057,Robert Williams III,True,Williams III,Robert
1631246,Vince Williams Jr.,True,Williams Jr.,Vince
1629627,Zion Williamson,True,Williamson,Zion
1630592,Jalen Wilson,True,Wilson,Jalen
1630164,James Wiseman,False,Wiseman,James
1642874,Danny Wolf,True,Wolf,Danny
1627824,Guerschon Yabusele,True,Yabusele,Guerschon
1642905,Yang Hansen,True,Hansen,Yang
1642443,Jahmir Young,True,Young,Jahmir
1629027,Trae Young,True,Young,Trae
1642959,Chris Youngblood,False,Youngblood,Chris
1642911,Rocco Zikarsky,True,Zikarsky,Rocco
1627826,Ivica Zubac,True,Zubac,Ivica
1641783,Tristan da Silva,True,da Silva,Tristan
